data_id,mid,display,correct_mid,done_by
coordinador medio ambiente,environmental coordinator,coordinador medio ambiente,,
ingeniero ambiental,environmental engineer,ingeniero ambiental,,
ingeniero de medio ambiente,environmental engineer,ingeniero de medio ambiente,,
gestor ambiental,environmental manager,gestor ambiental,,
gestor medioambiental,environmental manager,gestor medioambiental,,
tecnico ambiental,environmental technician,técnico ambiental,,
tecnico de medioambiente,environmental technician,técnico de medioambiente,,
tecnico medio ambiente,environmental technician,técnico medio ambiente,,
tecnico medioambiental,environmental technician,técnico medioambiental,,
tecnico medioambiental practicas,environmental technician,técnico medioambiental practicas,,
tecnico prevencion medioambiente,environmental technician,técnico prevención medioambiente,,
tecnico sanidad ambiental,environmental technician,técnico sanidad ambiental,,
tecnico seguridad salud medio ambiente,environmental technician,técnico seguridad salud medio ambiente,,
agente de igualdad,equality manager,agente de igualdad,,
tecnico igualdad,equality officer,técnico igualdad,,
ingeniero equipos rotativos,equipment engineer,ingeniero equipos rotativos,,
gestor de equipos,equipment manager,gestor de equipos,,
operador equipos,equipment operator,operador equipos,,
operador equipos audiovisuales,equipment operator,operador equipos audiovisuales,,
tecnico de mantenimiento de equipos informaticos,equipment technician,técnico de mantenimiento de equipos informáticos,,
tecnico equipos,equipment technician,técnico equipos,,
tecnico equipos informaticos,equipment technician,técnico equipos informáticos,,
tecnico mantenimiento equipos,equipment technician,técnico mantenimiento equipos,,
tecnico superior mantenimiento equipos industriales,equipment technician,técnico superior mantenimiento equipos industriales,,
administrador de fincas urbanas,estate officer,administrador de fincas urbanas,,
administrativo fincas,estates administrator,administrativo fincas,,
coordinador de programas europeos,european coordinator,coordinador de programas europeos,,
coordinador proyecto europeo,european coordinator,coordinador proyecto europeo,,
tecnico programas europeos,european programm manager,técnico programas europeos,,
evaluador calidad,evaluator,evaluador calidad,,
evaluadora externa,evaluator,evaluadora externa,,
medico evaluador,evaluator,medico evaluador,,
perito tasador autos,evaluator,perito tasador autos,,
auxiliar eventos,event assistant,auxiliar eventos,,
coordinador de eventos,event coordinator,coordinador de eventos,,
director de eventos,event director,director de eventos,,
responsable de eventos,event manager,responsable de eventos,,
coordinador de eventos culturales,events coordinator,coordinador de eventos culturales,,
responsable coordinador eventos,events coordinator,responsable coordinador eventos,,
organizadora eventos practicas,events organiser,organizadora eventos practicas,,
productora eventos,events producer,productora eventos,,
examinadora,examiner,examinadora,,
medico forense,examiner,medico forense,,
directivo,executive,directivo,,
ejecutivo,executive,ejecutivo,,
ejecutivo corredores,executive,ejecutivo corredores,,
ejecutivo de banca,executive,ejecutivo de banca,,
administrador ejecutivo,executive administrator,administrador ejecutivo,,
asesor ejecutivo,executive advisor,asesor ejecutivo,,
asistente personal director ejecutivo,executive assistant director,asistente personal director ejecutivo,,
asistente ejecutivo director general,executive assistant general manager,asistente ejecutivo director general,,
coordinador ejecutivo,executive coordinator,coordinador ejecutivo,,
coordinadora ejecutiva,executive coordinator,coordinadora ejecutiva,,
director creativo ejecutivo,executive creative director,director creativo ejecutivo,,
directivo ejecutivo,executive director,directivo ejecutivo,,
director ejecutivo,executive director,director ejecutivo,,
editor ejecutivo,executive editor,editor ejecutivo,,
gerente ejecutivo,executive manager,gerente ejecutivo,,
ejecutivo administrativo,executive officer,ejecutivo administrativo,,
oficial ejecutivo,executive officer,oficial ejecutivo,,
asistente personal ejecutivo,executive personal assistant,asistente personal ejecutivo,,
coach ejecutivo personal,executive personal assistant,coach ejecutivo personal,,
productor ejecutivo,executive producer,productor ejecutivo,,
secretario ejecutiva,executive secretary,secretario ejecutiva,,
coordinador de exposiciones,exhibition coordinator,coordinador de exposiciones,,
director exposiciones,exhibition director,director exposiciones,,
perito automocion,expert,perito automoción,,
asesor experto,expert advisor,asesor experto,,
asistente comercio exterior,export assistant,asistente comercio exterior,,
director exportaciones,export director,director exportaciones,,
ejecutivo exportaciones,export executive,ejecutivo exportaciones,,
gestor comercio exterior,export executive,gestor comercio exterior,,
gerente de exportaciones,export manager,gerente de exportaciones,,
responsable departamento comercio exterior,export manager,responsable departamento comercio exterior,,
responsable exportaciones,export manager,responsable exportaciones,,
auditor externo,external auditor,auditor externo,,
abogado colaborador externo,external collaborator,abogado colaborador externo,,
colaborador externo,external collaborator,colaborador externo,,
asesor externo,external consultant,asesor externo,,
consultor externo,external consultant,consultor externo,,
auxiliar instalaciones,facilities assistant,auxiliar instalaciones,,
