mid,data_id
human resources manager,gestor recursos humanos
human resources manager,relaciones laborales recursos humanos
human resources manager,responsable area recursos humanos
human resources manager,responsable de administracion de recursos humanos
human resources manager,responsable de recursos humanos
human resources manager,responsable departamento recursos humanos
human resources manager,responsable desarrollo recursos humanos
human resources manager,responsable dpto recursos humanos
human resources manager,responsable gestion recursos humanos
human resources manager,responsable organizacion recursos humanos
human resources manager,tecnico recursos humanos relaciones laborales
human resources manager,tecnico recursos humanos seleccion
human resources officer,tecnico de recursos humanos
human resources officer,tecnico seleccion recursos humanos
hydraulic technician,jefe hidraulica
ice cream vendor,heladero
ict consultant,consultor tic
ict coordinator,coordinador tic
ict manager,director tic
illustrator,ilustrador
illustrator,ilustrador dibujante
image consultant,asesor de imagen
image consultant,consultor imagen
immigration lawyer,abogado extranjeria
import clerk,administrativo importaciones
import manager,gestor importaciones
improvement consultant,consultor de mejora de procesos
income manager,gestor renta variable
income officer,renta variable
independent business owner,propietaria dependiente
independent financial adviser,asesor financiero banca personal
independent manager,encargado dependiente tienda
industrial,instrumentista industrial
industrial consultant,consultor seguridad industrial
industrial director,director industria
industrial director,director industrial
industrial electrician,oficial electricista industrial
industrial engineer,ingeniero industrial
industrial engineer,ingeniero industrial instalaciones
industrial engineer,ingeniero instalaciones industriales
industrial engineer,ingeniero procesos industriales
industrial engineer,ingeniero seguridad industrial
industrial painter,barnizador
industrial painter,pintor industrial
information systems officer,administrador sistemas tecnico informatico
information technology,responsable tecnologicos
infrastructure architect,arquitecto calculista estructuras
infrastructure engineer,ingeniero infraestructura
infrastructure manager,encargado estructuras
infrastructure manager,jefe de infraestructura
inspection coordinator,inspector coordinador
inspection engineer,ingeniero inspector
inspection supervisor,jefe equipo inspeccion
inspection technician,inspeccion tecnico edificios
